1.675581455230712891e+00,3.109967956542968750e+02
2.142379045486450195e+00,3.031817016601562500e+02
3.158872425556182861e-01,2.222957458496093750e+02
5.842144489288330078e+00,2.136656494140625000e+02
7.229685783386230469e+00,2.120426635742187500e+02
1.047589874267578125e+01,2.081474304199218750e+02
1.536306095123291016e+01,2.078380432128906250e+02
2.206296730041503906e+01,2.058062744140625000e+02
2.939474868774414062e+01,2.092097473144531250e+02
3.680735778808593750e+01,2.066596679687500000e+02
4.257913208007812500e+01,2.048655700683593750e+02
4.853963470458984375e+01,2.049295654296875000e+02
5.707852172851562500e+01,2.036349029541015625e+02
6.420201110839843750e+01,2.043022766113281250e+02
7.212808990478515625e+01,2.057921295166015625e+02
7.862869262695312500e+01,2.066984252929687500e+02
8.697692871093750000e+01,2.071875000000000000e+02
9.267698669433593750e+01,2.103525695800781250e+02
1.000670928955078125e+02,2.119962158203125000e+02
1.086823577880859375e+02,2.116490325927734375e+02
1.157332382202148438e+02,2.114383697509765625e+02
1.233250579833984375e+02,2.132121276855468750e+02
1.306406860351562500e+02,2.123365020751953125e+02
1.395743865966796875e+02,2.104874572753906250e+02
1.464889831542968750e+02,2.088349304199218750e+02
1.550709838867187500e+02,2.082692871093750000e+02
1.609682312011718750e+02,2.065653686523437500e+02
1.664979095458984375e+02,2.041256103515625000e+02
1.775587463378906250e+02,2.041228332519531250e+02
1.836862487792968750e+02,2.029417419433593750e+02
1.901190032958984375e+02,2.037619628906250000e+02
1.991286621093750000e+02,2.031468200683593750e+02
2.050998992919921875e+02,2.041913757324218750e+02
2.129043273925781250e+02,2.057324066162109375e+02
2.216640930175781250e+02,2.072073669433593750e+02
2.307350769042968750e+02,2.088672485351562500e+02
2.386720886230468750e+02,2.084759368896484375e+02
2.475715026855468750e+02,2.086817626953125000e+02
2.568718872070312500e+02,2.088157043457031250e+02
2.642655334472656250e+02,2.067153167724609375e+02
2.722442932128906250e+02,2.031589050292968750e+02
2.796762695312500000e+02,2.028778686523437500e+02
2.882329406738281250e+02,2.009008483886718750e+02
2.889112548828125000e+02,2.008207702636718750e+02
2.952197265625000000e+02,2.030413665771484375e+02
3.042911987304687500e+02,2.012727050781250000e+02
3.112218017578125000e+02,2.020873107910156250e+02
3.191478271484375000e+02,2.017611694335937500e+02
3.262196044921875000e+02,2.041863708496093750e+02
3.335142822265625000e+02,2.056062927246093750e+02
3.410530395507812500e+02,2.058355560302734375e+02
3.505610351562500000e+02,2.077280120849609375e+02
3.574253540039062500e+02,2.090150146484375000e+02
3.662159423828125000e+02,2.093003845214843750e+02
3.750975952148437500e+02,2.077849578857421875e+02
3.829396667480468750e+02,2.069214324951171875e+02
3.919503173828125000e+02,2.074893035888671875e+02
3.990994262695312500e+02,2.038616333007812500e+02
4.061607055664062500e+02,2.020040130615234375e+02
4.136656494140625000e+02,2.003390808105468750e+02
4.194202270507812500e+02,1.987464294433593750e+02
4.276476135253906250e+02,2.013604888916015625e+02
4.340261840820312500e+02,1.995904083251953125e+02
4.477612609863281250e+02,2.021865234375000000e+02
4.548945312500000000e+02,2.023505249023437500e+02
4.587343444824218750e+02,2.033280639648437500e+02
4.659342956542968750e+02,2.046463623046875000e+02
4.750659790039062500e+02,2.043112792968750000e+02
4.908341674804687500e+02,2.063234558105468750e+02
4.911178283691406250e+02,2.047098693847656250e+02
4.992455444335937500e+02,2.030117797851562500e+02
5.079563903808593750e+02,2.007645874023437500e+02
3.909079589843750000e+02,3.939205017089843750e+02
5.160813598632812500e+02,2.002199401855468750e+02
3.907646484375000000e+02,3.943173828125000000e+02
5.232927246093750000e+02,1.972185821533203125e+02
3.905711059570312500e+02,3.945084533691406250e+02
5.304995117187500000e+02,1.998805541992187500e+02
5.370866699218750000e+02,1.982644348144531250e+02
5.454887695312500000e+02,1.977898254394531250e+02
5.519586181640625000e+02,1.969409790039062500e+02
5.592409057617187500e+02,2.010258941650390625e+02
5.689217529296875000e+02,2.018328247070312500e+02
3.891908569335937500e+02,3.951824340820312500e+02
5.763724975585937500e+02,2.033222961425781250e+02
3.887542114257812500e+02,3.951879272460937500e+02
5.840273437500000000e+02,2.051399841308593750e+02
5.945864868164062500e+02,2.072913818359375000e+02
6.029781494140625000e+02,2.085661315917968750e+02
6.106807250976562500e+02,2.057034912109375000e+02
6.204356079101562500e+02,2.072287292480468750e+02
6.289572753906250000e+02,2.043714599609375000e+02
6.355437622070312500e+02,2.017903442382812500e+02
6.445750732421875000e+02,2.008776245117187500e+02
6.517773437500000000e+02,2.000745239257812500e+02
6.578073730468750000e+02,2.014350585937500000e+02
6.664504394531250000e+02,2.002008056640625000e+02
6.739372558593750000e+02,2.014024505615234375e+02
6.833691406250000000e+02,2.006542358398437500e+02
6.905800781250000000e+02,2.030042572021484375e+02
6.977872924804687500e+02,2.053544464111328125e+02
7.057900390625000000e+02,2.066647644042968750e+02
7.146423950195312500e+02,2.067770996093750000e+02
7.225302124023437500e+02,2.060258483886718750e+02
7.298188476562500000e+02,2.076850738525390625e+02
7.399845581054687500e+02,2.046005096435546875e+02
7.463482055664062500e+02,2.040847167968750000e+02
7.549687500000000000e+02,2.031987915039062500e+02
7.623090820312500000e+02,2.018974914550781250e+02
7.690264892578125000e+02,2.018763732910156250e+02
7.769753417968750000e+02,2.005653991699218750e+02
7.846207885742187500e+02,2.013765869140625000e+02
7.910857543945312500e+02,2.005263366699218750e+02
7.993601684570312500e+02,2.013366394042968750e+02
8.071663818359375000e+02,2.020969848632812500e+02
8.154251708984375000e+02,2.031746673583984375e+02
8.228880615234375000e+02,2.038303527832031250e+02
8.303306884765625000e+02,2.024120483398437500e+02
8.306178588867187500e+02,2.044723663330078125e+02
8.325303955078125000e+02,2.071672515869140625e+02
8.428731079101562500e+02,2.069685058593750000e+02
8.466453247070312500e+02,3.586154479980468750e+02
