8.409837036132812500e+02,3.687364196777343750e+02,2.502600662410259247e-02
8.465700683593750000e+02,3.512500000000000000e+02,4.128419235348701477e-02
8.350643920898437500e+02,3.592080688476562500e+02,9.107429534196853638e-02
8.282420043945312500e+02,3.579689331054687500e+02,1.217273250222206116e-01
8.199819946289062500e+02,3.631733093261718750e+02,9.761217981576919556e-02
8.165171508789062500e+02,2.947446594238281250e+02,9.740963578224182129e-03
8.124088745117187500e+02,3.541971130371093750e+02,9.306474775075912476e-02
8.088452148437500000e+02,3.591550903320312500e+02,9.418310225009918213e-02
8.049247436523437500e+02,3.581415710449218750e+02,9.874521195888519287e-02
8.063384399414062500e+02,3.554920654296875000e+02,8.974594622850418091e-02
8.031622924804687500e+02,3.541904907226562500e+02,9.952758252620697021e-02
8.002885742187500000e+02,3.502843322753906250e+02,1.018221601843833923e-01
8.093564453125000000e+02,3.489724121093750000e+02,1.029397100210189819e-01
8.093402709960937500e+02,3.529126586914062500e+02,1.763008385896682739e-01
8.008098144531250000e+02,3.519729003906250000e+02,1.502534449100494385e-01
7.974665527343750000e+02,3.528236389160156250e+02,1.855331659317016602e-01
7.930247192382812500e+02,3.578912963867187500e+02,1.528800278902053833e-01
7.833731689453125000e+02,3.537669677734375000e+02,1.665673553943634033e-01
7.762277221679687500e+02,3.553960266113281250e+02,2.130764573812484741e-01
7.685116577148437500e+02,3.578426818847656250e+02,2.176908552646636963e-01
7.534999389648437500e+02,3.518448181152343750e+02,2.533543109893798828e-01
7.374535522460937500e+02,3.540932617187500000e+02,3.522110879421234131e-01
7.284863891601562500e+02,3.562316284179687500e+02,2.509486973285675049e-01
3.602277832031250000e+02,3.734901733398437500e+02,2.562478929758071899e-02
7.177022705078125000e+02,3.544767456054687500e+02,1.621123850345611572e-01
7.094563598632812500e+02,3.564273071289062500e+02,9.796565026044845581e-02
6.833461303710937500e+02,3.514505920410156250e+02,1.634881347417831421e-01
6.694412231445312500e+02,3.463414001464843750e+02,1.722606122493743896e-01
6.587919921875000000e+02,3.428910217285156250e+02,2.537433207035064697e-01
6.502313842773437500e+02,3.421058654785156250e+02,2.096812874078750610e-01
6.435391235351562500e+02,3.442542114257812500e+02,2.663218975067138672e-01
6.376107177734375000e+02,3.533255920410156250e+02,3.626251220703125000e-01
6.316998291015625000e+02,3.585652465820312500e+02,2.687526345252990723e-01
6.235885009765625000e+02,3.625580444335937500e+02,3.066363930702209473e-01
6.145086669921875000e+02,3.596843566894531250e+02,3.488025069236755371e-01
6.059481201171875000e+02,3.592030944824218750e+02,3.521547913551330566e-01
5.977243041992187500e+02,3.632233581542968750e+02,3.956499099731445312e-01
5.891189575195312500e+02,3.633273315429687500e+02,2.791349887847900391e-01
5.796535644531250000e+02,3.643594360351562500e+02,2.744441330432891846e-01
5.764331054687500000e+02,3.607873840332031250e+02,2.632011175155639648e-01
5.739799804687500000e+02,3.570780029296875000e+02,2.837912440299987793e-01
5.709586791992187500e+02,3.574119873046875000e+02,2.812271714210510254e-01
5.705682373046875000e+02,3.545950012207031250e+02,1.655374616384506226e-01
5.692504882812500000e+02,3.552404174804687500e+02,1.127314418554306030e-01
5.767882080078125000e+02,3.528025207519531250e+02,1.256629824638366699e-01
5.737633666992187500e+02,3.529942932128906250e+02,1.716483533382415771e-01
5.687038574218750000e+02,3.522363891601562500e+02,1.686434149742126465e-01
5.669239501953125000e+02,3.595924682617187500e+02,1.854133456945419312e-01
5.625769653320312500e+02,3.619915161132812500e+02,2.499264329671859741e-01
5.593637695312500000e+02,3.637904968261718750e+02,2.649886906147003174e-01
5.530146484375000000e+02,3.644919433593750000e+02,2.452024668455123901e-01
5.454822998046875000e+02,3.630424194335937500e+02,3.125305473804473877e-01
5.333424682617187500e+02,3.591527709960937500e+02,2.588418126106262207e-01
5.186798706054687500e+02,3.568241577148437500e+02,2.324777245521545410e-01
5.054095764160156250e+02,3.567265319824218750e+02,1.976683586835861206e-01
4.898858947753906250e+02,3.547204589843750000e+02,3.122877180576324463e-01
4.791334533691406250e+02,3.541985473632812500e+02,1.620721071958541870e-01
4.692030639648437500e+02,3.555484924316406250e+02,1.796396970748901367e-01
4.530680541992187500e+02,3.563415222167968750e+02,6.208420917391777039e-02
4.333821105957031250e+02,3.491043701171875000e+02,8.624437451362609863e-02
4.244101257324218750e+02,3.475304870605468750e+02,1.681788265705108643e-01
4.149401855468750000e+02,3.504251708984375000e+02,1.542404592037200928e-01
4.077334594726562500e+02,3.507790527343750000e+02,2.522067725658416748e-01
4.013941650390625000e+02,3.540095214843750000e+02,2.712999582290649414e-01
3.944590759277343750e+02,3.546259460449218750e+02,3.492105305194854736e-01
3.834300537109375000e+02,3.559602966308593750e+02,4.501778483390808105e-01
3.738272094726562500e+02,3.570348510742187500e+02,3.995491564273834229e-01
3.645137329101562500e+02,3.590393371582031250e+02,3.459146618843078613e-01
3.555671691894531250e+02,3.595136413574218750e+02,3.087618350982666016e-01
3.477084045410156250e+02,3.604429321289062500e+02,3.630388975143432617e-01
3.424041442871093750e+02,3.630594177246093750e+02,2.775244116783142090e-01
3.397783203125000000e+02,3.588260803222656250e+02,2.297587245702743530e-01
3.359468994140625000e+02,3.567044067382812500e+02,1.555567085742950439e-01
3.414465026855468750e+02,3.525492248535156250e+02,1.291359812021255493e-01
3.410621337890625000e+02,3.491582336425781250e+02,1.263143271207809448e-01
3.400490417480468750e+02,3.525411376953125000e+02,1.710891723632812500e-01
3.387498474121093750e+02,3.548469543457031250e+02,1.590322256088256836e-01
3.341814880371093750e+02,3.521573791503906250e+02,1.955629587173461914e-01
